employerJobCount,date,country,maskedEmployerName,employerAccountDateCreated,advtype,avgoverallcompanyrating,jobagedays,jobdatecreated,descriptionLengthChars,candStatusReviewedCount,supervisingJob,licenseRequiredJob,noEducationRequirementsJob,highSchoolEducationRequirementsJob,higherEducationRequirementsJob,applies,clicks,yearWeekOfYear,advDateCreatedDate,employeecount,normtitle,employerIndustry,normtitlecategory,admin1,city,jobHash 
b'407',b'2017-09-17',b'US',b'Company781684047925',b'20151012',b'Other',b'0',b'31',b'20170817',b'1411',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201737',b'2015-10-12',b'250-499',b'propulsion engineer',b'Telecom',b'aviation',b'WA',b'Seattle',b'Company781684047925407\n'
b'83',b'2018-01-30',b'US',b'Company1486058685925',b'20171128',b'Direct Employer',b'36',b'28',b'20180102',b'4234',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20185',b'2017-11-28',b'150-249',b'machine operator',b'Manufacturing',b'manufacturing',b'CA',b'San Bruno',b'Company148605868592583\n'
b'11',b'2018-01-25',b'US',b'Company266287978035',b'20130115',b'Direct Employer',b'0',b'21',b'20180104',b'2511',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'20184',b'2013-01-15',b'1-49',b'senior special events manager',b'Non-Profit/Association',b'management',b'CA',b'Los Angeles',b'Company26628797803511\n'
b'12',b'2017-11-17',b'US',b'Company240518182770',b'20161104',b'Direct Employer',b'0',b'69',b'20170909',b'648',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201746',b'2016-11-04',b'750-999',b'nursing supervisor',b'Health Care/Medical',b'mednurse',b'ID',b'Kuna',b'Company24051818277012\n'
b'3',b'2017-07-21',b'US',b'Company1065151905814',b'20170308',b'Direct Employer',b'0',b'32',b'20170619',b'8668',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201729',b'2017-03-08',b'150-249',b'pharmacy technician ii',b'Non-Profit/Association',b'pharmacy',b'NC',b'Raleigh',b'Company10651519058143\n'
b'23',b'2017-07-28',b'US',b'Company1649267442644',b'20150715',b'none',b'0',b'21',b'20170707',b'427',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201730',b'2015-07-15',b'150-249',b'senior mechanical designer',b'Agriculture',b'engmech',b'KY',b'Somerset',b'Company164926744264423\n'
b'146',b'2017-09-19',b'US',b'Company1116691497058',b'20160421',b'Direct Employer',b'30',b'4',b'20170915',b'1008',b'22',b'0',b'0',b'0',b'0',b'0',b'24',b'107',b'201738',b'2016-04-21',b'500-749',b'associate designer',b'Technology/Information',b'arts',b'NE',b'Ralston',b'Company1116691497058146\n'
b'44',b'2018-01-14',b'US',b'Company1331439868380',b'20170719',b'Staffing Agency',b'0',b'9',b'20180105',b'973',b'4',b'0',b'0',b'0',b'0',b'0',b'17',b'79',b'20182',b'2017-07-19',b'250-499',b'clerk',b'Staffing Firm (General)',b'admin',b'FL',b'Miami',b'Company133143986838044\n'
b'74',b'2017-12-28',b'US',b'Company558345748690',b'20161128',b'Staffing Agency',b'33',b'27',b'20171201',b'356',b'7',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201752',b'2016-11-28',b'750-999',b'virtualization engineer',b'Accounting/Consulting',b'techsoftware',b'TN',b'Cleveland',b'Company55834574869074\n'
b'7',b'2017-10-03',b'US',b'Company85899354781',b'20150813',b'Direct Employer',b'0',b'64',b'20170731',b'515',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201740',b'2015-08-13',b'1-49',b'co-teacher',b'Health Care/Medical',b'education',b'AZ',b'Mesa',b'Company858993547817\n'
b'46',b'2017-08-18',b'US',b'Company816043788437',b'20150325',b'Direct Employer',b'0',b'15',b'20170803',b'809',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201733',b'2015-03-25',b'150-249',b'junior assistant manager',b'Advertising/Marketing',b'management',b'VT',b'Milton',b'Company81604378843746\n'
b'57',b'2018-01-05',b'US',b'Company549755814421',b'20150330',b'Direct Employer',b'0',b'2',b'20180103',b'842',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20181',b'2015-03-30',b'250-499',b'senior program manager',b'Food/Beverage Services',b'project',b'NC',b'Reidsville',b'Company54975581442157\n'
b'33',b'2017-11-13',b'US',b'Company996432417488',b'20170125',b'Direct Employer',b'0',b'22',b'20171022',b'2403',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201746',b'2017-01-25',b'1000+',b'recruiter',b'Staffing Firm (General)',b'hr',b'CA',b'San Francisco Bay Area',b'Company99643241748833\n'
b'4',b'2017-07-07',b'US',b'Company1133871377136',b'20160928',b'none',b'0',b'4',b'20170703',b'271',b'0',b'0',b'0',b'1',b'0',b'0',b'3',b'23',b'201727',b'2016-09-28',b'1-49',b'chef',b'Transportation/Logistics',b'food',b'PA',b'Lewisberry',b'Company11338713771364\n'
b'49',b'2017-07-27',b'US',b'Company369367187606',b'20150917',b'Direct Employer',b'0',b'17',b'20170710',b'3872',b'1',b'0',b'0',b'0',b'0',b'1',b'2',b'19',b'201730',b'2015-09-17',b'1000+',b'pharmaceutical sciences manager',b'Advertising/Marketing',b'medinfo',b'NY',b'Glen Head',b'Company36936718760649\n'
b'30',b'2018-01-13',b'US',b'Company300647717552',b'20140228',b'Direct Employer',b'0',b'65',b'20171109',b'368',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20182',b'2014-02-28',b'50-149',b'registered nurse - endoscopy',b'Education',b'mednurse',b'VA',b'Ivy',b'Company30064771755230\n'
b'2',b'2017-09-09',b'US',b'Company137438966878',b'20170802',b'none',b'0',b'9',b'20170831',b'6196',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201736',b'2017-08-02',b'500-749',b'insight manager',b'Energy/Utilities',b'management',b'NC',b'Charlotte',b'Company1374389668782\n'
b'39',b'2017-11-10',b'US',b'Company197568496727',b'20160901',b'Staffing Agency',b'30',b'18',b'20171023',b'2034',b'3',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201745',b'2016-09-01',b'150-249',b'senior contract specialist',b'Manufacturing',b'admin',b'AZ',b'Tucson',b'Company19756849672739\n'
b'12',b'2017-10-29',b'US',b'Company704374636765',b'20170328',b'none',b'40',b'25',b'20171004',b'1947',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201743',b'2017-03-28',b'150-249',b'property accountant',b'Insurance',b'accounting',b'VA',b'Sterling',b'Company70437463676512\n'
b'5',b'2017-10-12',b'US',b'Company858993459408',b'20150917',b'Staffing Agency',b'0',b'14',b'20170928',b'516',b'0',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'201741',b'2015-09-17',b'1-49',b'pharmacy dispenser',b'Technology/Information',b'pharmacy',b'NJ',b'Clark',b'Company8589934594085\n'
b'150',b'2017-11-11',b'US',b'Company1133871367152',b'20151020',b'Direct Employer',b'50',b'66',b'20170906',b'271',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201745',b'2015-10-20',b'1-49',b'senior asset manager',b'Health Care/Medical',b'finance',b'TX',b'Magnolia',b'Company1133871367152150\n'
b'144',b'2018-01-29',b'US',b'Company1700807049724',b'20131126',b'Staffing Agency',b'0',b'6',b'20180123',b'978',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20185',b'2013-11-26',b'50-149',b'independent consultant',b'Staffing Firm (General)',b'sales',b'OH',b'Apple Creek',b'Company1700807049724144\n'
b'5',b'2017-11-11',b'US',b'Company1503238567103',b'20170902',b'Direct Employer',b'0',b'35',b'20171007',b'281',b'2',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201745',b'2017-09-02',b'1-49',b'senior vice president of business development',b'Hospitality/Travel',b'management',b'MO',b'Bonne Terre',b'Company15032385671035\n'
b'828',b'2017-12-29',b'US',b'Company1563368095795',b'20150521',b'Staffing Agency',b'0',b'0',b'20171229',b'1747',b'0',b'0',b'0',b'0',b'0',b'0',b'14',b'67',b'201752',b'2015-05-21',b'1000+',b'visual merchandiser',b'Food/Beverage Services',b'retail',b'LA',b'Broussard',b'Company1563368095795828\n'
b'11',b'2017-11-24',b'US',b'Company1554778161225',b'20171115',b'Staffing Agency',b'39',b'4',b'20171120',b'761',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201747',b'2017-11-15',b'1-49',b'wind turbine technician',b'Arts/Entertainment/Recreation',b'install',b'KS',b'Newton',b'Company155477816122511\n'
b'90',b'2017-11-13',b'US',b'Company1211180779250',b'20150724',b'Direct Employer',b'0',b'49',b'20170925',b'4634',b'4',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201746',b'2015-07-24',b'250-499',b'commercial electrician',b'Food/Beverage Services',b'construction',b'HI',b'Honolulu',b'Company121118077925090\n'
b'1',b'2017-08-27',b'US',b'Company1365799625917',b'20170821',b'none',b'0',b'6',b'20170821',b'1833',b'5',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201734',b'2017-08-21',b'50-149',b'team coordinator',b'Media/Newspaper',b'admin',b'WI',b'New Franken',b'Company13657996259171\n'
b'1',b'2017-09-16',b'US',b'Company446676620618',b'20170912',b'none',b'0',b'4',b'20170912',b'298',b'5',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201737',b'2017-09-12',b'1-49',b'bartender',b'Energy/Utilities',b'food',b'NJ',b'Township of Burlington',b'Company4466766206181\n'
b'1',b'2018-01-28',b'US',b'Company128849045571',b'20180117',b'none',b'0',b'11',b'20180117',b'1558',b'3',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20184',b'2018-01-17',b'1-49',b'claims manager',b'Accounting/Consulting',b'insurance',b'PA',b'Fayette City',b'Company1288490455711\n'
b'213',b'2017-12-06',b'US',b'Company996432412692',b'20170911',b'Direct Employer',b'44',b'16',b'20171120',b'1669',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201749',b'2017-09-11',b'50-149',b'nutrition assistant',b'Retail/Consumer Products',b'medtech',b'NE',b'Omaha',b'Company996432412692213\n'
b'15',b'2018-01-01',b'US',b'Company1374389535690',b'20171020',b'Direct Employer',b'34',b'5',b'20171227',b'2809',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'20181',b'2017-10-20',b'250-499',b'senior resident assistant',b'Staffing Firm (General)',b'care',b'VT',b'West Brattleboro',b'Company137438953569015\n'
b'3',b'2018-01-24',b'US',b'Company257698056559',b'20170405',b'none',b'0',b'26',b'20171229',b'369',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'20184',b'2017-04-05',b'50-149',b'custom protection officer',b'Education',b'protective',b'CA',b'Palo Alto',b'Company2576980565593\n'
b'20',b'2017-11-10',b'US',b'Company197568500444',b'20160321',b'Direct Employer',b'30',b'23',b'20171018',b'331',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201745',b'2016-03-21',b'50-149',b'senior designer',b'Manufacturing',b'arts',b'NC',b'Rutherfordton',b'Company19756850044420\n'
b'11',b'2017-11-24',b'US',b'Company1657857380449',b'20151110',b'Direct Employer',b'0',b'71',b'20170914',b'984',b'2',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201747',b'2015-11-10',b'150-249',b'junior account manager',b'Construction/Engineering',b'sales',b'NY',b'Arverne',b'Company165785738044911\n'
b'24',b'2017-11-05',b'US',b'Company1090921694711',b'20131211',b'Direct Employer',b'0',b'45',b'20170921',b'359',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201744',b'2013-12-11',b'500-749',b'registered nurse - chemotherapy',b'Food/Beverage Services',b'mednurse',b'NJ',b'Smithville',b'Company109092169471124\n'
b'55',b'2017-09-28',b'US',b'Company747324310064',b'20161205',b'Direct Employer',b'0',b'34',b'20170825',b'1383',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201739',b'2016-12-05',b'150-249',b'security engineer',b'Technology/Information',b'engid',b'CA',b'Hidden Valley Lake',b'Company74732431006455\n'
b'707',b'2017-11-21',b'US',b'Company231928234098',b'20140911',b'Direct Employer',b'37',b'84',b'20170829',b'3659',b'3',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201747',b'2014-09-11',b'750-999',b'factory manager',b'Retail/Consumer Products',b'manufacturing',b'OH',b'Warren',b'Company231928234098707\n'
b'2',b'2017-12-20',b'US',b'Company1133871366313',b'20171128',b'Staffing Agency',b'40',b'22',b'20171128',b'639',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201751',b'2017-11-28',b'50-149',b'data collector',b'Work at Home',b'science',b'MD',b'Annapolis',b'Company11338713663132\n'
b'150',b'2017-12-19',b'US',b'Company94489281219',b'20170201',b'none',b'0',b'19',b'20171130',b'2404',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201751',b'2017-02-01',b'50-149',b'entry level auto technician',b'Legal',b'install',b'FL',b'Cocoa',b'Company94489281219150\n'
b'530',b'2017-10-02',b'US',b'Company1589137899702',b'20130613',b'Direct Employer',b'0',b'69',b'20170725',b'3980',b'1',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201740',b'2013-06-13',b'500-749',b'senior maintenance engineer',b'Beauty/Wellness',b'techhelp',b'MN',b'Plymouth',b'Company1589137899702530\n'
b'194',b'2018-01-17',b'US',b'Company704374637313',b'20170502',b'Direct Employer',b'0',b'36',b'20171212',b'1033',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20183',b'2017-05-02',b'1000+',b'senior accounting manager',b'Beauty/Wellness',b'accounting',b'GA',b'Haddock',b'Company704374637313194\n'
b'1',b'2017-09-06',b'US',b'Company386547070560',b'20170813',b'none',b'0',b'24',b'20170813',b'576',b'6',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201736',b'2017-08-13',b'150-249',b'promotional model',b'Education',b'marketing',b'MN',b'Balaton',b'Company3865470705601\n'
b'1',b'2017-10-31',b'US',b'Company687194789914',b'20171008',b'none',b'0',b'23',b'20171008',b'930',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201744',b'2017-10-08',b'1-49',b'technical security threat intelligence officer',b'Manufacturing',b'protective',b'CA',b'Fontana',b'Company6871947899141\n'
b'1',b'2017-08-26',b'US',b'Company1443109028020',b'20170730',b'none',b'0',b'27',b'20170730',b'397',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201734',b'2017-07-30',b'1-49',b'direct support professional',b'Job Board (General)',b'service',b'MN',b'Champlin',b'Company14431090280201\n'
b'951',b'2017-11-04',b'US',b'Company764504180617',b'20150512',b'Direct Employer',b'50',b'1',b'20171103',b'2459',b'3',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201744',b'2015-05-12',b'50-149',b'vice president of accounting',b'Health Care/Medical',b'accounting',b'CA',b'San Luis Obispo',b'Company764504180617951\n'
b'5',b'2017-11-19',b'US',b'Company1657857391846',b'20171103',b'none',b'0',b'12',b'20171107',b'954',b'6',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201746',b'2017-11-03',b'750-999',b'instructor',b'Advertising/Marketing',b'education',b'NY',b'Pawling',b'Company16578573918465\n'
b'1',b'2017-09-01',b'US',b'Company498216231937',b'20170816',b'Direct Employer',b'0',b'16',b'20170816',b'466',b'3',b'0',b'1',b'1',b'0',b'0',b'7',b'39',b'201735',b'2017-08-16',b'1-49',b'glazier',b'Retail/Consumer Products',b'construction',b'VT',b'Derby',b'Company4982162319371\n'
b'5',b'2017-10-07',b'US',b'Company987842479948',b'20131018',b'Direct Employer',b'0',b'0',b'20171007',b'361',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201740',b'2013-10-18',b'1-49',b'mathematics teacher',b'Other',b'education',b'OH',b'Port Clinton',b'Company9878424799485\n'
b'253',b'2017-10-19',b'US',b'Company661424963843',b'20150527',b'Staffing Agency',b'0',b'0',b'20171019',b'1234',b'20',b'0',b'1',b'1',b'0',b'0',b'39',b'167',b'201742',b'2015-05-27',b'250-499',b'audio visual engineer',b'Staffing Firm (General)',b'media',b'IL',b'Springfield',b'Company661424963843253\n'
b'33',b'2017-09-04',b'US',b'Company429496741865',b'20160819',b'Direct Employer',b'0',b'17',b'20170818',b'681',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201736',b'2016-08-19',b'1-49',b'solutions engineer',b'Other',b'sales',b'OH',b'South Bloomfield',b'Company42949674186533\n'
b'1158',b'2017-11-20',b'US',b'Company1537598293124',b'20120830',b'Direct Employer',b'42',b'26',b'20171025',b'1304',b'2',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201747',b'2012-08-30',b'150-249',b'technical supervisor',b'Health Care/Medical',b'management',b'OR',b'Island City',b'Company15375982931241158\n'
b'119',b'2017-09-15',b'US',b'Company180388627401',b'20130927',b'Direct Employer',b'0',b'36',b'20170810',b'4454',b'3',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201737',b'2013-09-27',b'250-499',b'loan officer',b'Real Estate',b'sales',b'CA',b'Santa Rosa',b'Company180388627401119\n'
b'30',b'2018-01-20',b'US',b'Company94489282112',b'20151229',b'Direct Employer',b'0',b'78',b'20171103',b'4423',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'20183',b'2015-12-29',b'1-49',b'business banker',b'Education',b'finance',b'PA',b'Wallingford',b'Company9448928211230\n'
b'33',b'2017-12-30',b'US',b'Company309237652196',b'20170913',b'Staffing Agency',b'40',b'15',b'20171215',b'1091',b'1',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'201752',b'2017-09-13',b'1-49',b'sales support representative',b'Work at Home',b'customer',b'NY',b'College Point',b'Company30923765219633\n'
b'69',b'2017-10-06',b'US',b'Company506806141403',b'20071115',b'Direct Employer',b'40',b'86',b'20170712',b'4998',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201740',b'2007-11-15',b'150-249',b'game tester',b'Education',b'techsoftware',b'WI',b'Appleton',b'Company50680614140369\n'
b'6',b'2017-09-12',b'US',b'Company412316865449',b'20170305',b'none',b'0',b'7',b'20170905',b'356',b'0',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201737',b'2017-03-05',b'750-999',b'line cook/prep cook',b'Staffing Firm (General)',b'food',b'IN',b'Wolcottville',b'Company4123168654496\n'
b'12',b'2017-08-12',b'US',b'Company128849023795',b'20141029',b'Direct Employer',b'0',b'12',b'20170731',b'857',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201732',b'2014-10-29',b'1000+',b'vice president of information technology',b'Health Care/Medical',b'management',b'PA',b'Rehrersburg',b'Company12884902379512\n'
b'4',b'2017-12-13',b'US',b'Company51539610762',b'20160103',b'Direct Employer',b'0',b'3',b'20171210',b'1224',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'15',b'201750',b'2016-01-03',b'1-49',b'bulk manager',b'Food/Beverage Services',b'retail',b'SD',b'Box Elder',b'Company515396107624\n'
b'1',b'2018-01-24',b'US',b'Company1382979486700',b'20180112',b'none',b'0',b'12',b'20180112',b'2015',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20184',b'2018-01-12',b'50-149',b'truck driver',b'Financial Services/Banking',b'driver',b'IL',b'Mokena',b'Company13829794867001\n'
b'5',b'2018-01-01',b'US',b'Company1374389540151',b'20170409',b'none',b'0',b'80',b'20171013',b'1708',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'20181',b'2017-04-09',b'750-999',b'law enforcement officer',b'Real Estate',b'protective',b'GA',b'Campbellton',b'Company13743895401515\n'
b'2',b'2018-01-17',b'US',b'Company1563368105353',b'20150430',b'Direct Employer',b'0',b'6',b'20180111',b'279',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20183',b'2015-04-30',b'1-49',b'general ledger accountant',b'Retail/Consumer Products',b'accounting',b'VA',b'Crewe',b'Company15633681053532\n'
b'6',b'2017-07-06',b'US',b'Company1580547966845',b'20170508',b'none',b'0',b'33',b'20170603',b'429',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201727',b'2017-05-08',b'1-49',b'broker',b'Staffing Firm (General)',b'sales',b'NY',b'Green Island',b'Company15805479668456\n'
b'3',b'2017-12-17',b'US',b'Company386547066613',b'20170628',b'none',b'0',b'3',b'20171214',b'1642',b'1',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201750',b'2017-06-28',b'1-49',b'direct sales representative',b'Food/Beverage Services',b'sales',b'TN',b'Smyrna',b'Company3865470666133\n'
b'4',b'2017-08-02',b'US',b'Company171798692363',b'20150920',b'Direct Employer',b'36',b'94',b'20170430',b'2204',b'1',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201731',b'2015-09-20',b'250-499',b'technology consultant',b'Food/Beverage Services',b'techhelp',b'IL',b'Wilmington',b'Company1717986923634\n'
b'2',b'2017-10-22',b'US',b'Company1245540533865',b'20171003',b'none',b'0',b'17',b'20171005',b'110',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201742',b'2017-10-03',b'1-49',b'logistics planner',b'Defense/Security',b'transport',b'NJ',b'Toms River',b'Company12455405338652\n'
b'1',b'2018-01-03',b'US',b'Company987842478096',b'20171206',b'Staffing Agency',b'35',b'28',b'20171206',b'670',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20181',b'2017-12-06',b'50-149',b'operations analyst',b'Manufacturing',b'techinfo',b'WI',b'Waterford',b'Company9878424780961\n'
b'29',b'2017-07-25',b'US',b'Company910533067247',b'20160818',b'Direct Employer',b'35',b'9',b'20170716',b'980',b'2',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'201730',b'2016-08-18',b'1000+',b'farmer',b'Health Care/Medical',b'agriculture',b'WV',b'Martinsburg',b'Company91053306724729\n'
b'503',b'2017-12-13',b'US',b'Company206158430233',b'20170110',b'Direct Employer',b'0',b'1',b'20171212',b'1783',b'6',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201750',b'2017-01-10',b'1-49',b'parent educator',b'Automotive',b'service',b'PA',b'McMurray',b'Company206158430233503\n'
b'2',b'2017-09-10',b'US',b'Company1039382098298',b'20170323',b'none',b'0',b'30',b'20170811',b'419',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201736',b'2017-03-23',b'1-49',b'executive assistant/office manager',b'Telecom',b'admin',b'AK',b'Kodiak',b'Company10393820982982\n'
b'3',b'2017-12-31',b'US',b'Company790273993311',b'20170316',b'Direct Employer',b'0',b'27',b'20171204',b'255',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201752',b'2017-03-16',b'1-49',b'associate attorney',b'Legal',b'legal',b'TX',b'Sweeny',b'Company7902739933113\n'
b'4',b'2017-10-29',b'US',b'Company695784711836',b'20170402',b'Direct Employer',b'0',b'77',b'20170813',b'957',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201743',b'2017-04-02',b'150-249',b'senior real estate manager',b'Financial Services/Banking',b'realestate',b'MS',b'Magnolia',b'Company6957847118364\n'
b'9',b'2017-11-20',b'US',b'Company987842487828',b'20160614',b'Direct Employer',b'0',b'9',b'20171111',b'566',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201747',b'2016-06-14',b'1-49',b'hygiene manager',b'Transportation/Logistics',b'management',b'PA',b'Hunker',b'Company9878424878289\n'
b'1167',b'2017-09-24',b'US',b'Company1116691497255',b'20150422',b'Staffing Agency',b'0',b'48',b'20170807',b'955',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201738',b'2015-04-22',b'1-49',b'personal assistant',b'Health Care/Medical',b'admin',b'WA',b'Seattle',b'Company11166914972551167\n'
b'11',b'2017-10-08',b'US',b'Company1168231114126',b'20170124',b'none',b'0',b'18',b'20170920',b'1954',b'6',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201740',b'2017-01-24',b'1-49',b'senior maintenance person',b'Construction/Engineering',b'install',b'CA',b'North Highlands',b'Company116823111412611\n'
b'1',b'2017-12-18',b'US',b'Company1494648644091',b'20171212',b'none',b'0',b'6',b'20171212',b'229',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201751',b'2017-12-12',b'1-49',b'sox manager',b'Advertising/Marketing',b'management',b'SC',b'Marlborough',b'Company14946486440911\n'
b'7',b'2017-12-13',b'US',b'Company103079218149',b'20170705',b'Direct Employer',b'0',b'12',b'20171201',b'1629',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201750',b'2017-07-05',b'1-49',b'orientation leader',b'Food/Beverage Services',b'admin',b'NC',b'Franklin',b'Company1030792181497\n'
b'8',b'2017-12-23',b'US',b'Company738734385622',b'20170608',b'Direct Employer',b'0',b'96',b'20170918',b'220',b'9',b'0',b'0',b'0',b'0',b'0',b'11',b'55',b'201751',b'2017-06-08',b'1-49',b'line cook/prep cook',b'Food/Beverage Services',b'food',b'OH',b'Plymouth',b'Company7387343856228\n'
b'273',b'2017-11-11',b'US',b'Company128849019827',b'20160812',b'none',b'0',b'17',b'20171025',b'1469',b'0',b'0',b'1',b'1',b'0',b'0',b'2',b'19',b'201745',b'2016-08-12',b'1-49',b'customer care specialist',b'Work at Home',b'customer',b'OH',b'Millbury',b'Company128849019827273\n'
b'11',b'2017-12-11',b'US',b'Company1340029806571',b'20150806',b'none',b'0',b'12',b'20171129',b'3758',b'6',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201750',b'2015-08-06',b'1-49',b'mental health technician',b'Other',b'medtech',b'MN',b'Hutchinson',b'Company134002980657111\n'
b'11',b'2017-12-07',b'US',b'Company292057782153',b'20150624',b'Direct Employer',b'0',b'30',b'20171107',b'1369',b'5',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201749',b'2015-06-24',b'1-49',b'piano teacher',b'Accounting/Consulting',b'education',b'TX',b'Dallas-Fort Worth',b'Company29205778215311\n'
b'577',b'2017-10-12',b'US',b'Company1477468749969',b'20140124',b'Staffing Agency',b'40',b'1',b'20171011',b'3462',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201741',b'2014-01-24',b'1-49',b'maintenance manager',b'Staffing Firm (General)',b'install',b'NJ',b'Woodbine',b'Company1477468749969577\n'
b'328',b'2018-01-01',b'US',b'Company1434519076990',b'20160824',b'none',b'34',b'28',b'20171204',b'2418',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'20181',b'2016-08-24',b'1000+',b'boiler operator',b'Government/Military',b'install',b'NH',b'West Lebanon',b'Company1434519076990328\n'
b'11',b'2018-01-20',b'US',b'Company1434519083285',b'20121116',b'Direct Employer',b'40',b'9',b'20180111',b'903',b'4',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'20183',b'2012-11-16',b'1-49',b'sterile processing technician',b'Education',b'medtech',b'IL',b'Grayslake',b'Company143451908328511\n'
b'89',b'2017-12-25',b'US',b'Company747324315641',b'20130513',b'Staffing Agency',b'31',b'4',b'20171221',b'905',b'2',b'0',b'0',b'0',b'0',b'0',b'10',b'51',b'201752',b'2013-05-13',b'150-249',b'senior research associate',b'Staffing Firm (General)',b'science',b'NV',b'Las Vegas',b'Company74732431564189\n'
b'183',b'2017-12-28',b'US',b'Company128849020037',b'20141013',b'Direct Employer',b'0',b'28',b'20171130',b'2851',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201752',b'2014-10-13',b'150-249',b'software analyst',b'Technology/Information',b'techsoftware',b'TX',b'Pearland',b'Company128849020037183\n'
