avgoverallcompanyrating,descriptionLengthChars,clicks,JobCategory
0,457,47,7
0,1992,31,25
0,1783,51,44
43,486,27,14
38,3020,35,35
34,235,23,10
0,855,43,14
0,2998,35,6
0,607,15,37
36,570,27,37
0,156,27,19
0,1121,43,11
0,5391,43,7
0,2094,103,18
43,1219,31,57
0,2075,31,14
0,1520,35,14
0,601,27,2
38,2654,55,1
0,2310,43,35
25,2813,47,27
0,2874,43,35
36,2288,19,2
0,63,27,7
0,114,31,13
35,381,39,26
0,2635,31,14
0,1842,31,12
0,3929,55,11
0,679,35,8
0,1294,47,25
0,839,35,10
0,2838,43,14
37,866,35,52
0,511,31,14
0,2761,63,6
0,4941,27,12
0,240,31,40
0,1550,19,21
44,1688,31,49
38,886,47,10
0,521,39,47
0,1819,31,34
0,148,27,40
0,872,39,35
41,1459,31,40
35,4809,47,4
0,2759,43,34
37,3939,27,34
38,2258,31,14
0,177,27,22
36,3299,31,3
0,1019,35,5
0,2086,31,24
0,1709,23,14
0,1472,31,19
0,325,31,14
0,471,39,14
0,1516,35,14
35,1300,39,49
0,1355,19,4
0,269,43,4
0,1459,39,3
0,1506,27,11
37,846,31,46
0,188,35,36
40,766,59,7
0,889,31,5
30,3010,19,21
42,1361,19,8
0,2027,19,14
30,971,23,38
36,1303,59,7
0,1158,203,5
0,141,23,45
0,6728,31,27
0,521,19,5
0,1795,35,31
0,2217,23,54
0,1818,27,2
0,1920,35,12
42,1007,31,34
0,481,19,24
0,1231,39,5
0,203,35,27
0,914,27,6
0,2585,51,14
0,2498,43,4
33,902,59,12
0,380,23,12
38,1639,23,14
34,2422,55,6
0,771,35,5
0,2811,27,8
0,1890,35,7
30,2279,39,1
0,5852,27,14
0,2168,39,10
45,2631,47,15
0,7835,27,4
48,458,35,56
0,474,15,27
0,1161,23,18
32,510,31,12
0,450,31,34
37,5170,27,29
0,518,27,4
50,2094,27,4
40,1262,23,8
0,1796,51,41
35,354,19,46
0,1873,63,22
0,1678,35,35
0,599,31,10
0,2203,15,19
0,2388,47,30
0,1754,23,51
0,1483,31,33
0,4549,39,27
0,1624,107,44
0,1401,43,15
0,221,35,34
0,2135,43,26
44,5536,11,11
0,255,31,18
37,2598,19,12
25,469,39,9
0,890,27,51
40,1340,35,4
0,919,27,14
0,909,51,27
0,2055,139,12
0,1872,27,1
0,419,39,5
0,658,31,2
0,516,43,24
27,1827,11,7
26,657,43,7
0,5097,23,8
0,353,47,19
0,833,31,10
42,4093,15,2
35,1174,39,44
0,706,23,34
0,1257,23,32
0,1526,23,49
0,2871,27,7
0,1067,39,12
42,76,31,23
29,3294,35,2
0,1148,35,13
45,357,27,36
0,3398,23,27
30,3958,47,27
0,2570,31,40
43,2362,35,18
0,1215,31,2
36,968,27,17
0,227,27,40
32,1409,35,22
0,66,23,10
0,2708,31,12
50,1430,19,26
0,1049,39,27
0,311,39,17
0,977,51,1
0,2469,31,5
39,2031,27,25
38,6065,31,40
30,1761,23,14
0,175,27,29
0,2363,35,36
0,828,71,27
0,822,47,53
0,700,35,12
0,805,23,4
0,397,31,43
0,1648,27,34
0,1111,23,12
0,2959,23,1
0,2821,35,9
0,1286,19,23
0,1441,47,12
0,4246,39,14
0,1477,51,27
0,1120,47,11
0,1111,47,25
0,2180,55,17
0,322,43,12
0,2005,55,34
0,402,11,9
30,2286,35,7
0,1641,19,12
0,533,23,2
0,1267,43,27
38,1873,43,6
48,983,71,8
43,486,31,14
37,469,27,14
0,1153,31,14
41,2719,15,6
0,3019,31,12
0,917,35,5
0,986,39,7
0,3419,47,23
0,393,31,40
0,886,31,5
0,1633,35,5
0,946,31,13
0,2165,31,34
0,706,31,9
0,438,19,35
20,199,79,5
0,3579,27,10
0,2301,23,35
0,1692,27,5
33,1933,39,5
23,1592,43,12
33,1047,23,3
35,1452,35,12
0,5290,31,5
0,1918,187,40
0,1693,43,22
0,1082,19,5
0,1272,15,2
0,303,27,34
0,1962,43,14
38,1065,27,27
0,2626,31,15
0,206,35,38
45,2719,19,10
36,1438,31,8
0,1071,23,2
45,37,27,24
0,603,39,12
0,569,31,19
0,1869,27,37
40,3118,31,2
35,1746,23,37
34,3979,31,2
0,2178,23,4
37,42,31,27
0,290,31,34
34,434,27,2
0,73,31,10
0,815,23,27
0,1101,43,34
30,2680,43,9
33,2595,159,23
0,2111,31,31
0,2403,23,11
0,1335,87,27
0,919,39,4
0,3250,47,4
0,2326,31,11
42,1202,31,35
0,2973,27,14
40,248,35,23
0,470,19,1
0,3552,35,14
0,1747,35,11
0,8668,23,51
0,123,27,46
0,2201,31,27
31,888,43,8
35,1392,31,42
34,2472,19,12
0,60,27,23
0,1947,147,5
0,1818,19,14
21,2346,35,14
0,810,31,25
0,1419,31,37
0,457,43,8
0,261,19,34
0,541,183,14
40,548,35,2
10,1637,23,48
0,809,31,23
0,2890,51,14
0,485,31,8
40,302,19,37
0,1969,15,31
0,1796,35,27
33,1564,27,12
0,2511,23,14
0,3637,31,7
0,1764,59,40
0,1254,47,48
0,616,27,11
0,3394,19,8
0,971,15,1
35,492,31,8
0,1830,23,41
0,2370,27,37
0,1894,19,27
43,1119,35,11
0,4437,15,24
0,521,15,14
0,2746,39,24
0,2873,23,8
41,497,19,14
0,755,27,14
30,708,27,7
0,618,51,13
0,2880,39,41
0,846,19,25
39,3383,27,14
36,2511,35,2
0,1547,43,14
0,328,131,10
0,6064,35,14
0,53,23,47
0,1307,27,17
0,3021,35,48
39,3755,19,27
33,324,31,46
35,1892,35,4
37,1574,31,48
0,3109,67,14
0,2097,31,25
0,548,23,8
40,689,31,2
0,1240,27,35
35,662,19,13
0,1708,23,5
0,1101,39,37
0,557,27,2
0,554,39,6
0,2391,27,24
0,1409,31,8
0,488,31,11
0,990,47,14
0,689,15,17
0,1358,27,13
0,159,39,10
0,6271,23,5
0,3760,47,2
0,4024,31,9
0,183,43,17
0,2247,75,40
0,5386,27,31
0,211,119,37
0,1182,27,12
35,1197,19,2
0,627,19,10
0,1578,43,48
0,471,35,5
0,1374,39,25
0,1000,27,19
0,1399,23,37
37,2433,35,25
0,246,39,12
32,1645,35,1
35,2167,35,5
0,1660,35,48
35,873,183,26
0,848,27,14
0,1754,27,4
36,1033,35,7
0,269,19,12
36,559,47,1
30,865,123,35
0,180,23,42
0,2680,47,5
38,657,11,22
40,370,259,5
0,458,39,12
0,454,27,12
0,1290,23,9
0,2895,31,23
25,3189,23,14
30,305,19,29
0,3297,47,12
40,1946,23,19
0,1460,15,9
39,366,47,8
0,468,35,2
0,1523,43,27
36,59,27,22
0,1086,23,36
0,1990,51,2
40,2241,27,7
0,1247,19,8
0,1391,15,31
36,1457,43,14
37,1464,39,27
0,1730,19,7
15,2154,35,24
0,818,39,10
0,112,31,27
0,6027,27,14
35,449,55,23
0,1205,39,41
39,704,35,10
31,1944,51,5
0,463,23,13
36,2804,31,9
34,869,51,48
0,4657,31,19
33,155,23,27
0,1341,31,38
0,1035,27,25
0,2341,43,14
0,804,35,28
0,1180,23,17
28,1680,11,5
33,1252,19,23
37,896,35,18
0,2164,27,12
34,496,35,8
0,910,23,2
25,2417,27,35
44,786,19,3
0,402,35,31
0,1376,19,11
43,367,35,10
0,4675,27,35
38,1644,39,27
0,1057,47,7
0,1007,27,10
0,515,31,5
0,276,27,48
39,881,23,8
36,1281,39,14
0,981,19,27
0,649,31,5
0,207,43,10
0,3480,27,9
32,2018,31,9
0,1979,23,50
32,309,27,45
34,1260,27,5
42,1351,31,19
25,1149,55,14
0,4759,27,5
0,1767,39,2
36,613,35,7
0,40,27,7
0,8058,35,27
0,161,19,34
10,2021,19,3
40,825,59,27
0,204,23,22
0,323,19,5
0,2988,27,45
0,4737,51,22
0,1854,59,4
0,82,15,14
0,509,19,13
30,1100,43,24
0,1929,27,25
0,2717,23,14
0,1353,39,22
0,2299,39,5
0,344,31,14
0,1111,35,25
33,1612,19,42
0,154,23,10
0,771,35,14
0,3238,35,12
40,1773,39,23
34,5017,51,9
40,1440,31,9
0,578,39,13
0,1449,27,41
0,439,35,56
0,2029,15,7
42,506,19,5
0,4172,27,30
0,193,35,35
0,1641,31,3
36,1719,27,51
36,3105,31,33
0,86,31,12
0,1487,27,5
10,3094,39,6
28,2822,35,27
39,3415,19,22
40,1859,19,19
32,4813,23,3
0,1312,27,37
34,2430,183,12
0,347,27,11
0,442,35,44
36,291,31,50
0,4015,23,37
40,1664,31,28
0,5445,47,42
0,242,59,10
0,1628,27,1
0,3700,27,3
31,1364,47,22
24,2626,35,35
0,378,23,35
0,1640,31,4
0,1562,31,5
0,3389,31,9
0,5001,19,36
41,986,39,19
36,1807,47,8
0,1025,23,27
0,1867,35,46
41,945,27,1
0,1596,95,2
0,464,43,20
0,3073,39,1
35,178,31,35
0,1430,23,1
25,2061,43,7
0,3700,35,23
0,1400,67,45
0,923,23,5
42,291,155,18
0,2668,19,8
0,3114,19,12
0,1431,35,26
0,739,31,3
0,1156,27,18
0,1362,27,8
0,1473,31,14
0,3180,11,8
0,718,19,28
0,2001,23,25
0,279,35,48
27,3414,35,4
0,1042,31,25
0,516,35,13
50,2573,23,4
0,162,63,2
0,1068,27,9
0,2220,23,5
0,1532,35,33
0,3994,35,4
0,1365,119,45
0,1163,247,12
33,1442,39,27
46,895,27,15
0,570,319,44
30,4876,55,43
0,1638,39,33
39,8106,19,8
0,1901,23,31
0,469,43,17
20,1710,35,5
38,1210,31,41
0,672,35,37
0,2137,39,23
0,1459,39,14
0,1932,27,27
0,1026,23,8
0,322,31,46
0,1354,27,8
0,799,179,1
37,94,103,11
39,3065,27,9
0,659,47,23
0,400,155,14
0,1243,27,17
0,3332,51,9
0,2163,27,18
0,446,19,12
33,855,31,13
33,3248,47,1
43,2136,35,55
34,3120,35,4
0,197,31,14
36,799,19,14
32,2831,31,13
50,1114,15,25
0,279,31,8
36,5197,19,14
33,870,27,2
36,1380,31,8
0,2696,31,1
0,920,27,14
44,2193,47,27
0,561,23,11
0,5971,27,8
0,215,31,10
0,312,19,37
34,563,23,14
0,2218,23,13
0,6307,39,35
34,524,31,48
0,1680,35,14
35,2066,23,23
23,174,27,1
0,1588,27,25
0,370,31,7
0,2164,35,5
0,4429,15,31
0,919,23,14
0,4251,43,14
0,2054,23,27
42,210,23,37
0,681,23,25
0,419,23,16
0,475,51,17
41,707,35,23
36,4424,23,25
0,1369,31,27
0,1898,35,17
0,1586,23,9
0,36,39,19
50,2379,35,48
0,106,35,3
35,4153,43,45
30,2957,51,11
33,870,23,2
0,1876,47,12
38,665,43,14
0,1179,39,27
30,6974,39,37
42,591,15,48
0,237,35,14
46,3891,31,45
0,2988,39,4
28,4274,23,45
10,421,31,2
0,442,43,10
0,6482,27,53
0,777,31,9
0,2824,27,1
0,2249,27,34
37,42,31,27
0,204,19,27
0,935,23,15
0,1945,35,37
38,782,23,35
0,351,67,23
38,995,35,5
0,971,27,4
0,1167,23,14
0,2741,35,58
0,1584,27,10
43,4422,35,14
0,4004,27,15
22,1165,27,3
0,95,39,3
0,818,39,20
0,1672,23,27
0,362,31,13
0,1632,23,27
0,966,27,23
40,1915,23,5
0,1493,35,49
0,1415,39,4
39,1433,19,28
0,143,23,9
30,2869,39,5
35,1895,15,5
28,1534,23,16
10,2539,19,1
0,671,35,27
0,2739,19,5
0,2153,47,4
0,1996,27,15
0,525,31,7
35,4312,39,23
0,192,39,10
0,578,23,3
0,71,23,17
0,646,35,37
28,1183,43,12
0,1067,27,2
0,885,43,10
0,520,35,5
0,287,43,27
0,1215,19,41
0,4301,47,6
0,337,31,12
0,4617,31,27
50,791,27,9
0,368,23,17
0,1512,27,7
0,452,31,10
30,705,19,6
0,124,51,45
0,265,23,27
0,1168,39,5
18,1593,43,14
0,871,31,31
0,320,31,51
0,1789,31,12
0,990,27,19
0,1147,23,35
0,2565,27,27
36,1124,43,12
0,3639,47,3
0,3538,19,5
0,2028,15,12
0,88,103,27
0,184,39,14
0,2170,35,13
0,2923,35,41
40,2410,35,22
34,1635,39,14
0,2026,43,38
0,637,23,14
36,528,47,27
42,349,27,31
43,6177,23,27
47,2040,31,3
0,2258,23,45
31,4018,27,48
0,4001,15,27
0,1521,35,7
0,553,39,2
0,999,27,8
48,2385,23,14
0,72,39,14
43,2451,39,12
0,417,43,12
0,901,31,45
40,1987,47,12
36,2401,31,19
0,989,43,48
50,216,23,14
39,1373,35,54
40,1340,15,4
0,2576,27,14
0,578,23,14
0,120,15,27
0,1916,27,2
0,536,19,7
0,1853,39,5
36,1505,35,35
37,204,27,14
34,674,39,24
0,2766,39,28
38,286,23,5
0,2029,27,19
0,1775,23,26
0,108,31,12
10,735,27,22
0,934,35,5
36,2062,27,7
0,670,43,27
0,2517,35,37
0,425,27,5
39,4685,23,13
0,68,47,15
0,1040,23,5
43,2362,31,18
41,373,39,35
0,501,35,22
0,2212,67,5
39,1564,23,13
0,5111,27,9
42,2581,23,27
0,3525,35,1
50,1509,23,40
0,1507,11,33
0,2638,43,46
0,952,27,25
0,2710,31,54
0,1727,47,37
35,3323,27,10
50,2591,67,34
0,1398,19,27
0,3120,23,50
0,652,27,12
0,301,27,37
40,3176,31,30
34,2095,31,45
50,5961,27,14
0,2971,39,18
0,1978,39,41
0,1122,35,34
0,108,23,2
0,2145,27,48
0,917,47,5
0,6085,23,14
38,1818,43,6
40,3918,19,8
0,2592,27,18
0,717,15,3
31,2192,27,27
0,399,35,18
0,5519,27,46
0,1493,31,3
0,3414,35,40
0,1440,23,12
30,2118,43,14
0,2369,31,21
0,1180,47,4
0,798,51,24
0,272,39,5
0,1054,27,14
0,1118,35,12
37,2400,43,2
0,289,35,12
0,2605,35,2
33,2342,31,8
32,2825,59,10
40,2493,35,54
0,845,19,2
0,478,19,7
0,869,31,14
36,851,19,23
0,731,27,23
0,1913,43,11
0,583,51,23
0,814,15,8
0,481,35,51
0,915,35,14
25,1762,31,2
33,1447,43,10
0,1170,31,5
26,2154,31,23
33,1342,35,28
39,1532,31,24
0,672,27,7
0,3548,27,15
0,858,23,14
0,3925,31,14
0,243,23,14
0,2934,31,24
31,5054,19,34
0,668,27,45
0,497,47,27
10,1209,27,4
0,1335,67,5
50,1435,19,1
44,2620,39,22
0,2613,51,13
0,744,35,37
0,1008,15,11
0,1679,23,5
24,4347,43,3
38,2889,15,35
35,535,23,7
40,1469,15,46
0,616,27,8
0,1642,15,14
0,530,51,14
50,440,35,27
38,2254,27,31
30,2649,35,17
44,2895,35,13
0,359,23,3
40,218,23,12
20,1949,19,24
0,1011,19,13
28,2117,23,5
39,4713,27,19
0,3455,27,5
48,2006,11,5
34,2435,43,46
0,204,35,48
34,780,27,18
34,2323,39,27
0,3821,35,3
0,907,35,10
0,2180,31,27
44,5586,23,14
0,2747,35,40
36,644,27,13
0,2525,35,5
0,3812,39,22
0,190,23,10
0,2362,23,14
0,4047,31,7
29,1878,19,5
0,299,123,10
0,1051,19,12
27,2070,19,3
0,667,27,16
0,866,31,37
0,175,23,27
0,2527,35,40
0,1852,19,3
40,541,27,3
10,2293,35,8
0,222,43,52
0,2190,23,27
41,2479,23,11
0,976,55,37
0,165,27,3
40,2455,43,12
0,683,31,3
41,1796,35,46
0,485,51,6
32,3011,31,27
31,363,27,23
0,3471,35,14
0,1452,43,46
0,828,23,31
29,2844,23,40
0,5605,67,4
0,2444,35,4
35,805,23,9
43,578,35,14
0,378,35,46
0,2006,43,28
0,1524,59,5
35,1543,15,34
34,2216,55,2
0,365,47,8
36,4233,27,2
0,1196,39,30
32,3872,39,35
37,1297,15,12
0,816,27,38
0,1795,31,37
0,1010,35,48
31,1390,35,15
0,2078,39,7
38,102,43,9
0,4587,35,27
0,1164,19,43
37,304,47,12
0,344,23,3
39,1090,27,17
0,672,27,19
47,1121,23,10
0,975,35,41
0,1491,95,5
0,1324,23,5
0,341,19,2
0,86,23,51
34,2131,23,10
0,3252,39,4
0,4174,27,38
0,1487,47,20
0,1298,31,27
0,2533,27,5
0,345,19,29
0,3657,31,15
36,367,19,41
0,2808,27,12
0,1030,1415,7
0,1248,27,9
0,329,35,14
0,2072,43,4
30,2673,27,7
0,5165,31,6
0,1248,39,2
37,3471,19,5
42,209,195,1
0,881,51,15
0,3204,23,5
42,542,31,24
0,1409,43,9
0,473,35,8
0,758,15,2
44,2306,23,7
20,3332,19,9
0,2041,35,12
0,1326,27,5
0,479,23,12
0,981,47,2
0,3725,19,31
0,853,43,3
0,346,39,6
41,128,27,46
35,3300,23,43
0,2260,31,14
39,920,27,13
0,735,43,2
38,406,23,40
0,1389,87,12
40,1093,35,12
10,730,35,37
0,413,23,5
0,403,31,3
0,1762,27,12
33,262,39,38
0,1518,19,35
45,266,27,5
36,718,47,41
0,1964,27,5
0,240,103,9
34,2198,43,6
34,2403,27,14
0,384,35,46
0,2211,23,2
0,719,47,46
0,1390,35,48
30,1075,35,42
0,3544,27,23
0,951,23,14
30,1647,39,35
37,875,39,19
46,500,31,11
0,405,35,14
0,1341,91,5
50,1581,39,12
24,2046,15,9
33,287,39,17
0,1360,27,6
37,1750,43,14
0,4063,43,5
0,1089,51,5
0,833,39,27
0,1087,31,31
0,157,43,27
0,3173,31,9
0,2175,19,2
37,3383,31,14
0,2016,39,5
0,1708,27,2
0,1563,19,19
0,913,43,15
0,316,47,10
37,1236,39,46
27,1339,27,24
0,2244,55,3
40,958,31,31
0,732,135,2
40,3625,27,27
0,1641,31,27
0,320,39,24
0,358,15,5
50,1082,35,7
50,2541,35,5
0,250,31,3
0,480,43,8
0,1731,43,13
0,712,39,3
29,2790,31,22
0,1045,19,40
0,668,31,16
30,1627,59,5
0,2239,43,19
0,2598,31,27
49,2747,31,18
0,1576,31,35
0,1625,15,27
0,4285,11,27
10,3134,19,27
40,1091,39,25
0,3419,23,22
30,1505,23,46
0,431,27,3
35,342,39,35
0,1294,27,10
40,1918,31,35
36,4590,59,12
30,451,39,49
22,1943,31,9
0,2137,31,4
20,2056,23,8
0,985,23,19
0,72,19,37
35,1702,23,31
38,333,27,16
36,1793,31,48
0,1355,19,19
31,2032,31,46
0,1396,31,7
0,2375,39,7
37,2518,31,34
0,1829,27,41
0,589,23,4
0,882,27,14
33,425,47,12
0,280,27,2
0,3596,27,7
0,1360,23,35
30,1244,27,7
0,433,47,12
0,468,31,5
0,1380,39,7
32,4875,27,9
0,728,51,12
0,2732,15,53
0,2270,43,21
0,1319,31,14
30,2745,35,14
37,1076,35,10
0,2291,31,3
0,1389,39,47
0,3330,15,27
0,3183,51,8
41,1144,27,13
39,1905,31,10
0,3417,27,14
43,3236,19,23
38,3113,43,12
0,394,51,37
0,622,27,11
0,1294,43,37
0,1380,35,3
0,1211,19,47
0,278,43,16
0,1310,27,12
0,1348,39,45
0,5322,43,14
0,6976,19,7
0,519,19,5
0,1740,43,48
39,1614,39,38
33,1542,27,37
34,1696,23,34
0,1108,15,14
0,1025,35,30
50,905,23,15
0,1211,35,2
0,146,39,14
0,1932,35,12
38,526,31,12
0,2827,23,27
30,553,31,12
0,707,47,8
0,724,15,7
50,1270,31,24
0,131,15,17
0,581,31,48
0,347,47,11
0,2447,43,14
40,1456,35,18
0,1958,43,2
38,2429,27,9
0,645,31,10
0,639,47,58
0,5823,23,35
0,2920,27,12
0,1722,31,32
38,3569,31,7
0,600,35,14
0,420,19,40
28,758,187,45
0,1364,39,27
36,2878,31,23
36,1367,31,41
0,3288,23,32
0,758,47,5
0,837,27,5
0,1279,11,4
0,2618,23,25
0,1209,27,19
0,449,71,16
50,1744,39,37
0,808,23,35
0,417,35,16
0,1565,23,27
0,1315,31,26
0,991,31,3
33,1312,39,8
0,2787,39,12
0,403,35,8
0,209,43,23
50,965,31,27
0,464,23,26
0,152,35,8
30,2371,23,27
40,1555,35,19
0,1778,35,27
0,3627,19,27
33,1257,27,9
40,144,19,7
0,1986,31,14
0,2044,51,35
41,1657,27,43
0,1819,23,6
0,150,23,48
0,189,31,27
0,2726,39,45
0,9554,27,4
0,723,27,45
30,1216,59,54
0,496,35,4
40,565,23,54
0,291,27,14
28,1113,35,9
0,1047,39,3
0,687,43,23
0,835,27,14
0,1192,23,8
0,1842,43,49
0,1210,47,23
0,1449,39,27
0,2142,35,5
0,1092,51,10
41,2359,35,12
28,3631,11,27
39,1407,79,9
30,545,35,33
0,228,27,27
0,1067,23,11
0,108,23,25
0,9321,31,41
36,818,43,14
0,1263,31,27
28,1627,39,2
45,1499,35,14
0,3702,27,17
37,968,35,50
0,1998,27,14
0,2487,43,25
33,185,39,5
0,85,39,14
0,579,23,43
0,1461,19,27
0,488,35,3
36,1879,35,3
33,5510,47,14
39,2049,23,14
36,590,31,38
0,75,39,7
0,2577,39,42
0,2376,35,14
0,2552,27,12
0,597,23,5
0,1082,47,19
35,1812,31,53
0,2741,27,58
35,1639,27,7
0,1132,23,30
0,4302,31,7
0,1577,31,33
0,602,43,31
39,656,27,46
0,1990,271,2
0,486,19,18
0,2902,27,9
35,1029,19,14
0,290,115,27
0,1304,19,5
30,1658,19,14
0,165,27,14
0,1831,31,23
0,3698,171,26
0,2113,31,17
0,793,31,12
35,1252,35,8
29,1059,27,35
0,482,27,12
47,1109,47,9
48,2732,39,48
0,1167,35,9
33,2264,19,21
0,3885,47,5
0,1072,35,8
36,2570,39,27
0,1689,23,27
0,636,39,3
0,3068,75,14
0,2095,39,4
33,365,39,24
0,851,31,3
0,5165,35,6
0,975,11,41
50,1221,19,28
0,1429,31,12
0,866,35,46
0,487,147,10
0,1911,31,2
0,365,27,4
39,946,31,27
0,1443,35,49
0,1641,39,14
20,672,47,3
0,2211,31,3
0,1568,31,27
0,2126,27,40
40,1894,27,9
0,902,31,12
0,909,19,10
0,491,19,4
0,314,19,5
0,694,19,39
0,1384,31,27
28,558,23,27
37,275,27,46
0,1912,23,5
0,411,19,19
37,443,83,11
0,183,23,24
0,537,27,11
0,924,35,33
39,1203,47,5
0,2552,27,4
32,876,11,14
36,3129,27,23
0,226,19,27
0,1629,27,5
0,1759,31,24
0,266,35,37
40,923,39,1
0,440,31,1
0,3723,43,14
0,916,23,45
0,825,47,37
0,405,27,21
42,2012,31,10
0,1073,31,14
31,578,27,38
39,36,35,12
40,3397,23,3
0,1149,31,5
27,1266,31,20
30,544,43,22
0,1363,35,40
45,1151,31,8
0,1588,51,2
0,1575,39,5
50,967,27,31
0,2625,43,7
0,311,15,25
36,1848,47,35
0,1494,39,12
0,4670,27,26
0,70,27,3
0,535,31,28
0,2344,35,9
0,2521,19,31
0,491,31,5
38,2643,35,2
0,1355,31,3
0,1347,31,2
0,1460,43,23
37,1009,39,12
0,1199,23,5
0,1455,27,14
0,4077,51,7
0,52,31,48
36,5638,63,12
0,1002,35,14
37,103,35,2
0,475,31,18
0,1013,31,14
10,3372,27,5
50,196,23,17
28,3671,39,22
50,2607,51,14
33,4237,19,27
38,3079,31,37
0,1268,39,13
0,3252,35,14
33,4345,39,2
0,1121,19,2
10,1499,27,9
0,160,31,4
43,3724,35,29
0,355,47,14
0,952,19,16
0,545,23,2
34,520,47,10
36,3446,31,1
0,1154,27,14
0,590,31,28
0,4603,23,27
37,911,15,1
0,579,39,43
0,159,19,8
39,5546,47,30
0,2202,47,2
0,1257,35,4
43,1416,51,31
30,1637,31,6
0,760,27,5
0,805,23,11
0,495,27,3
40,234,35,14
0,994,51,8
0,205,51,9
40,590,23,14
0,1766,39,17
37,3349,23,23
0,152,11,2
0,842,31,21
0,2352,31,18
0,374,31,7
0,2534,39,4
0,970,31,14
0,620,35,12
0,1219,39,17
29,669,19,25
0,254,19,35
40,1344,47,35
0,1437,31,14
0,3530,27,2
0,404,27,28
0,427,27,40
0,128,35,9
0,2723,15,10
0,1065,31,24
0,282,31,14
0,1479,23,46
40,270,39,31
0,303,27,41
0,2499,43,23
0,2651,15,5
0,1359,27,38
0,1129,23,41
40,133,35,2
0,483,63,49
40,668,31,41
0,566,31,14
0,1208,31,27
0,872,31,14
0,1268,67,12
0,543,27,12
0,673,15,10
0,2331,23,4
30,1513,31,12
33,3517,27,27
0,524,235,2
0,1406,23,12
0,2258,23,12
0,3588,23,5
0,280,59,9
37,1056,35,5
0,672,27,4
0,514,35,4
50,777,39,46
40,51,39,26
0,709,23,2
0,103,27,14
0,1315,31,5
0,1420,19,7
38,1172,39,14
0,2745,71,14
0,1020,23,27
38,829,19,8
24,1007,43,23
36,2310,43,5
0,865,31,12
0,175,27,35
50,1884,47,25
0,1616,423,14
0,1554,31,27
30,1566,35,35
0,1191,111,10
0,1523,35,24
50,1871,31,9
33,1067,35,31
0,267,43,28
0,422,31,17
0,216,23,14
0,333,19,10
0,1508,23,11
50,1833,23,14
0,1015,15,12
0,2811,35,14
0,69,27,40
0,648,39,13
0,350,35,25
0,857,43,3
0,1149,31,13
0,4171,39,31
36,2901,59,3
0,1346,27,8
0,1633,23,7
0,986,55,3
47,686,43,17
36,1549,19,10
0,1053,31,4
0,2360,35,18
0,433,19,14
40,1280,35,12
0,704,43,10
0,1279,27,13
0,2165,31,34
0,864,19,5
37,361,27,5
0,128,31,2
0,672,23,42
0,539,23,24
0,245,43,23
40,914,15,14
50,710,31,34
0,6557,19,15
0,227,43,11
0,2219,35,11
0,343,39,10
0,1487,47,48
30,507,31,48
28,506,35,37
0,253,27,10
0,136,35,12
0,1462,43,50
50,392,19,14
0,981,31,46
0,9286,23,3
30,1138,47,37
0,3207,43,3
0,5210,27,14
0,1537,43,2
0,601,43,23
0,1203,23,26
50,9062,147,14
0,1123,31,27
0,1874,35,3
0,1394,19,46
37,257,35,46
0,1997,27,40
0,1069,27,47
0,823,31,7
0,777,39,37
0,1234,31,1
35,1180,23,11
25,2077,23,18
0,2098,27,12
0,653,151,12
0,124,31,26
36,3570,31,4
0,143,35,7
0,1782,43,5
0,305,39,7
0,445,35,41
0,1748,23,49
0,1654,43,10
0,2661,31,21
0,1472,19,31
0,752,35,48
43,1128,31,4
0,922,39,12
0,1838,31,35
30,2688,39,33
0,288,27,7
0,2751,47,27
0,137,19,50
0,279,31,9
0,5126,19,12
41,463,35,5
32,3389,23,37
0,680,39,5
0,384,19,10
0,1873,31,19
0,658,43,4
0,1337,27,13
0,3412,43,51
0,468,43,14
0,226,27,50
0,545,115,8
0,200,43,46
34,392,23,3
26,4622,23,34
34,5933,43,13
30,2078,43,2
0,44,43,12
0,711,27,15
39,5550,39,5
0,1150,23,25
0,875,15,5
0,317,15,32
39,583,287,45
30,972,51,13
0,1854,27,7
0,5164,319,48
0,7990,119,11
37,6126,23,10
34,3230,31,2
0,361,35,15
0,668,35,12
36,1273,35,14
34,1216,39,49
0,1968,47,4
0,948,199,21
0,1766,43,14
0,1036,23,14
0,1069,23,22
0,1247,47,31
0,996,31,1
36,1104,31,27
34,443,15,49
0,822,27,9
38,2053,35,27
0,468,39,14
35,1274,35,2
0,2589,39,25
50,165,23,10
34,3181,39,2
0,306,31,35
0,515,23,37
0,1748,31,7
0,1573,15,12
0,5154,43,2
0,2335,31,14
34,2652,15,10
0,970,31,46
0,821,23,45
0,3638,43,55
0,5922,31,5
0,1938,79,2
39,384,47,37
0,2718,47,4
37,3448,31,26
0,10095,87,35
0,3224,23,9
0,215,31,3
0,1077,27,14
0,819,23,12
0,2353,27,49
30,1027,23,5
0,1521,31,18
0,1038,27,25
0,4312,39,10
36,1907,43,13
39,573,23,1
37,2182,31,27
20,1238,195,12
0,638,19,10
0,497,123,24
0,1563,23,48
50,653,35,34
0,2082,23,37
0,789,27,9
0,3145,43,46
0,397,43,14
50,1723,35,12
0,705,23,27
0,788,35,12
0,1064,31,21
40,592,31,35
0,287,23,27
37,1882,27,7
0,2754,167,7
0,165,43,12
0,85,31,24
30,6329,35,5
0,1708,23,40
0,3025,31,7
50,1633,27,23
0,464,31,27
50,894,31,10
40,4189,55,14
0,1523,23,27
0,1375,35,14
